quadruplet
"(Jerome Williams, oreb_pct, age, gp)"
"(Jerome Moiso, dreb_pct, player_weight, ts_pct)"
"(Jerome James, player_weight, player_height, gp)"
"(Jermaine O'Neal, usg_pct, pts, reb)"
"(Jermaine Jackson, ts_pct, ast_pct, age)"
"(Jelani McCoy, oreb_pct, player_height, player_weight)"
"(Jeff McInnis, ast, ast_pct, gp)"
"(Jeff Foster, reb, oreb_pct, dreb_pct)"
"(Jason Williams, ast, ast_pct, gp)"
"(Jason Terry, ast, ast_pct, ts_pct)"
"(Jim Jackson, age, ts_pct, ast)"
"(Howard Eisley, ast_pct, age, ast)"
"(Jason Kidd, ast, ast_pct, reb)"
"(Hedo Turkoglu, usg_pct, pts, player_height)"
"(Eddy Curry, player_weight, usg_pct, pts)"
"(Eddie Jones, net_rating, age, gp)"
"(Eddie House, gp, usg_pct, ast_pct)"
"(Eddie Griffin, dreb_pct, reb, oreb_pct)"
"(Eddie Gill, gp, ast_pct, nan)"
"(Earl Watson, ast_pct, ast, gp)"
"(Earl Boykins, ast_pct, ast, gp)"
"(Dwight Howard, reb, oreb_pct, dreb_pct)"
"(Drew Gooden, reb, dreb_pct, pts)"
"(DerMarr Johnson, ts_pct, net_rating, gp)"
"(Derek Anderson, ast, ast_pct, age)"
"(Derek Fisher, ast, ast_pct, gp)"
"(Derrick Coleman, dreb_pct, age, player_weight)"
"(Desmond Mason, pts, gp, usg_pct)"
"(Devean George, player_weight, dreb_pct, player_height)"
"(Horace Jenkins, usg_pct, ast_pct, age)"
"(Devin Brown, net_rating, gp, ts_pct)"
"(Devin Harris, ast_pct, gp, ts_pct)"
"(Dikembe Mutombo, age, oreb_pct, dreb_pct)"
"(Doug Christie, age, ast, ast_pct)"
"(Dion Glover, dreb_pct, player_weight, net_rating)"
"(Dirk Nowitzki, pts, reb, usg_pct)"
"(Donnell Harvey, ts_pct, dreb_pct, oreb_pct)"
"(Donta Smith, ast_pct, nan, nan)"
"(Donyell Marshall, dreb_pct, reb, ts_pct)"
"(Eduardo Najera, oreb_pct, gp, net_rating)"
"(Elden Campbell, player_weight, age, player_height)"
"(Dwyane Wade, ast, pts, usg_pct)"
"(Emeka Okafor, reb, dreb_pct, oreb_pct)"
"(Ha Ha, player_weight, player_height, oreb_pct)"
"(Greg Ostertag, player_weight, player_height, dreb_pct)"
"(Greg Buckner, ts_pct, gp, net_rating)"
"(Grant Hill, pts, usg_pct, age)"
"(Gordan Giricek, gp, usg_pct, ts_pct)"
"(Glenn Robinson, usg_pct, age, player_weight)"
"(Gilbert Arenas, pts, ast, usg_pct)"
"(Gerald Wallace, reb, gp, pts)"
"(George Lynch, age, player_weight, dreb_pct)"
"(Geno Carlisle, ts_pct, oreb_pct, age)"
"(Gary Payton, ast, age, ast_pct)"
"(Fred Jones, gp, ts_pct, pts)"
"(Fred Hoiberg, ts_pct, age, net_rating)"
"(Elton Brand, reb, pts, player_weight)"
"(Francisco Elson, player_height, dreb_pct, gp)"
"(Frank Williams, ast_pct, nan, nan)"
"(Erick Strickland, age, ast_pct, gp)"
"(Eric Piatkowski, age, ts_pct, gp)"
"(Eric Snow, ast_pct, ast, gp)"
"(Eric Williams, age, ts_pct, player_height)"
"(Erick Dampier, reb, oreb_pct, player_weight)"
"(Erik Daniels, oreb_pct, dreb_pct, player_height)"
"(Ervin Johnson, age, oreb_pct, player_height)"
"(Etan Thomas, player_weight, dreb_pct, oreb_pct)"
"(Flip Murray, usg_pct, ast_pct, nan)"
"(Dorell Wright, usg_pct, ast_pct, nan)"
